fips_state,name_state,start_backfill_window,end_backfill_window,p_02_mean,p_12_mean
0,USA,2026-06-06,2026-06-27,0.927,0.983
1,AL,2026-06-06,2026-06-27,0.85,0.977
2,AK,2026-06-06,2026-06-27,0.903,0.981
4,AZ,2026-06-06,2026-06-27,0.907,0.984
5,AR,2026-06-06,2026-06-27,0.898,0.978
6,CA,2026-06-06,2026-06-27,0.903,0.986
8,CO,2026-06-06,2026-06-27,0.91,0.982
9,CT,2026-06-06,2026-06-27,0.917,0.983
10,DE,2026-06-06,2026-06-27,0.902,0.98
11,DC,2026-06-06,2026-06-27,0.845,0.971
12,FL,2026-06-06,2026-06-27,0.883,0.983
13,GA,2026-06-06,2026-06-27,0.835,0.968
15,HI,2026-06-06,2026-06-27,0.934,0.987
16,ID,2026-06-06,2026-06-27,0.905,0.979
17,IL,2026-06-06,2026-06-27,0.929,0.986
18,IN,2026-06-06,2026-06-27,0.897,0.981
19,IA,2026-06-06,2026-06-27,0.885,0.978
20,KS,2026-06-06,2026-06-27,0.879,0.977
21,KY,2026-06-06,2026-06-27,0.744,0.929
22,LA,2026-06-06,2026-06-27,0.847,0.953
23,ME,2026-06-06,2026-06-27,0.882,0.977
24,MD,2026-06-06,2026-06-27,0.946,0.989
25,MA,2026-06-06,2026-06-27,0.917,0.983
26,MI,2026-06-06,2026-06-27,0.936,0.987
27,MN,2026-06-06,2026-06-27,0.921,0.984
28,MS,2026-06-06,2026-06-27,0.877,0.977
29,MO,2026-06-06,2026-06-27,0.828,0.972
30,MT,2026-06-06,2026-06-27,0.839,0.956
31,NE,2026-06-06,2026-06-27,0.908,0.982
32,NV,2026-06-06,2026-06-27,0.89,0.975
33,NH,2026-06-06,2026-06-27,0.893,0.979
34,NJ,2026-06-06,2026-06-27,0.951,0.99
35,NM,2026-06-06,2026-06-27,0.907,0.981
36,NY,2026-06-06,2026-06-27,0.91,0.983
37,NC,2026-06-06,2026-06-27,0.928,0.984
38,ND,2026-06-06,2026-06-27,0.918,0.984
39,OH,2026-06-06,2026-06-27,0.927,0.986
40,OK,2026-06-06,2026-06-27,0.917,0.982
41,OR,2026-06-06,2026-06-27,0.906,0.982
42,PA,2026-06-06,2026-06-27,0.98,0.996
44,RI,2026-06-06,2026-06-27,0.865,0.974
45,SC,2026-06-06,2026-06-27,0.928,0.986
46,SD,2026-06-06,2026-06-27,0.877,0.976
47,TN,2026-06-06,2026-06-27,0.948,0.99
48,TX,2026-06-06,2026-06-27,0.992,0.997
49,UT,2026-06-06,2026-06-27,0.929,0.986
50,VT,2026-06-06,2026-06-27,0.9,0.98
51,VA,2026-06-06,2026-06-27,0.921,0.985
53,WA,2026-06-06,2026-06-27,1.0,1.0
54,WV,2026-06-06,2026-06-27,0.919,0.984
55,WI,2026-06-06,2026-06-27,0.879,0.977
56,WY,2026-06-06,2026-06-27,0.906,0.981
72,PR,2026-06-06,2026-06-27,0.954,0.991
