fips_state,name_state,start_backfill_window,end_backfill_window,p_02_mean,p_12_mean
0,USA,2026-03-28,2026-04-18,0.925,0.968
1,AL,2026-03-28,2026-04-18,0.832,0.978
2,AK,2026-03-28,2026-04-18,0.886,0.975
4,AZ,2026-03-28,2026-04-18,0.984,0.997
5,AR,2026-03-28,2026-04-18,0.877,0.979
6,CA,2026-03-28,2026-04-18,0.897,0.987
8,CO,2026-03-28,2026-04-18,0.908,0.985
9,CT,2026-03-28,2026-04-18,0.968,0.994
10,DE,2026-03-28,2026-04-18,0.928,0.986
11,DC,2026-03-28,2026-04-18,0.877,0.976
12,FL,2026-03-28,2026-04-18,0.887,0.98
13,GA,2026-03-28,2026-04-18,0.953,0.992
15,HI,2026-03-28,2026-04-18,0.794,0.957
16,ID,2026-03-28,2026-04-18,0.929,0.983
17,IL,2026-03-28,2026-04-18,1.0,1.0
18,IN,2026-03-28,2026-04-18,0.948,0.989
19,IA,2026-03-28,2026-04-18,0.947,0.99
20,KS,2026-03-28,2026-04-18,0.905,0.975
21,KY,2026-03-28,2026-04-18,0.802,0.953
22,LA,2026-03-28,2026-04-18,0.917,0.986
23,ME,2026-03-28,2026-04-18,0.867,0.973
24,MD,2026-03-28,2026-04-18,0.881,0.978
25,MA,2026-03-28,2026-04-18,0.92,0.978
26,MI,2026-03-28,2026-04-18,0.971,0.994
27,MN,2026-03-28,2026-04-18,0.958,0.991
28,MS,2026-03-28,2026-04-18,0.96,0.992
29,MO,2026-03-28,2026-04-18,0.943,0.99
30,MT,2026-03-28,2026-04-18,0.934,0.987
31,NE,2026-03-28,2026-04-18,0.884,0.975
32,NV,2026-03-28,2026-04-18,0.941,0.989
33,NH,2026-03-28,2026-04-18,0.948,0.99
34,NJ,2026-03-28,2026-04-18,1.0,1.0
35,NM,2026-03-28,2026-04-18,0.846,0.974
36,NY,2026-03-28,2026-04-18,0.866,0.963
37,NC,2026-03-28,2026-04-18,0.965,0.993
38,ND,2026-03-28,2026-04-18,0.917,0.984
39,OH,2026-03-28,2026-04-18,0.958,0.991
40,OK,2026-03-28,2026-04-18,0.939,0.988
41,OR,2026-03-28,2026-04-18,0.927,0.986
42,PA,2026-03-28,2026-04-18,0.885,0.917
44,RI,2026-03-28,2026-04-18,0.931,0.987
45,SC,2026-03-28,2026-04-18,0.935,0.987
46,SD,2026-03-28,2026-04-18,0.933,0.987
47,TN,2026-03-28,2026-04-18,0.969,0.994
48,TX,2026-03-28,2026-04-18,0.925,0.975
49,UT,2026-03-28,2026-04-18,0.931,0.986
50,VT,2026-03-28,2026-04-18,0.924,0.985
51,VA,2026-03-28,2026-04-18,0.899,0.983
53,WA,2026-03-28,2026-04-18,0.94,0.99
54,WV,2026-03-28,2026-04-18,0.932,0.987
55,WI,2026-03-28,2026-04-18,0.903,0.958
56,WY,2026-03-28,2026-04-18,0.937,0.987
72,PR,2026-03-28,2026-04-18,0.964,0.992
