model,fips_state,hyperparameter,initial_guess,season_2025-2026,exclude_None
SIR-1S,12,f_I_scale_0,0.000120634,0.000147111,0.000134205
SIR-1S,12,beta_mu_0,0.4330002103653629,0.435984264,0.4519855221763665
SIR-1S,12,beta_sigma_0,0.014116071,0.01620395,0.010145278
SIR-1S,12,delta_beta_temporal_mu_0,-0.014259129,0.048297461,0.023783452
SIR-1S,12,delta_beta_temporal_mu_1,0.080144326,0.092678186,0.085665092
SIR-1S,12,delta_beta_temporal_mu_2,0.04564577,0.029428503,0.059217315
SIR-1S,12,delta_beta_temporal_mu_3,-0.004702716,0.001593813,0.000597705
SIR-1S,12,delta_beta_temporal_mu_4,0.1580119346364467,0.155564029,0.1699957994923285
SIR-1S,12,delta_beta_temporal_mu_5,-0.033718593,-0.023124233,-0.027485239
SIR-1S,12,delta_beta_temporal_mu_6,-0.034466629,0.010221461,-0.02207238
SIR-1S,12,delta_beta_temporal_mu_7,0.064348316,0.012224442,0.057866042
SIR-1S,12,delta_beta_temporal_mu_8,-0.058805015,-0.041589412,-0.058056679
SIR-1S,12,delta_beta_temporal_mu_9,-0.033154948,0.007189071,-0.017547048
SIR-1S,12,delta_beta_temporal_mu_10,-0.052733883,-0.00351021,-0.045011774
SIR-1S,12,delta_beta_temporal_mu_11,-0.014113274,-0.022472895,-0.024183088
SIR-1S,12,delta_beta_temporal_sigma_0,0.035901999,0.040300817,0.058802877
SIR-1S,12,delta_beta_temporal_sigma_1,0.020180664,0.034050797,0.024811932
SIR-1S,12,delta_beta_temporal_sigma_2,0.04274741,0.033903389,0.026783494
SIR-1S,12,delta_beta_temporal_sigma_3,0.01302823,0.016717752,0.019001896
SIR-1S,12,delta_beta_temporal_sigma_4,0.021017433,0.029366224,0.025180777
SIR-1S,12,delta_beta_temporal_sigma_5,0.025627706,0.033024166,0.017756598
SIR-1S,12,delta_beta_temporal_sigma_6,0.065798786,0.066177037,0.082496373
SIR-1S,12,delta_beta_temporal_sigma_7,0.084862021,0.052029842,0.084349127
SIR-1S,12,delta_beta_temporal_sigma_8,0.051485462,0.077890828,0.037689761
SIR-1S,12,delta_beta_temporal_sigma_9,0.080937906,0.074688584,0.077658255
SIR-1S,12,delta_beta_temporal_sigma_10,0.081035439,0.040104971,0.081103298
SIR-1S,12,delta_beta_temporal_sigma_11,0.062911857,0.060657778,0.028121861
SIR-1S,13,rho_h_s_0,0.077471416,0.101724823,0.090778971
SIR-1S,13,rho_h_scale_0,0.004750657,0.006888785,0.006542254
SIR-1S,13,f_R_mu_0,0.3001934574833195,0.336619105,0.3451716682419189
SIR-1S,13,f_R_sigma_0,0.01678847,0.035217467,0.020264566
SIR-1S,13,f_I_s_0,1.5241666957580478,0.762532715,0.6101012960728853
SIR-1S,13,f_I_scale_0,2.7050522217418356e-05,5.83e-05,5.80702627664594e-05
SIR-1S,13,beta_mu_0,0.4720309060989734,0.466544426,0.4743325208383473
SIR-1S,13,beta_sigma_0,0.007157769,0.015826139,0.012496688
SIR-1S,13,delta_beta_temporal_mu_0,-0.059921718,-0.012757507,-0.027780909
SIR-1S,13,delta_beta_temporal_mu_1,0.021602061,0.135636562,0.078517632
SIR-1S,13,delta_beta_temporal_mu_2,0.001519349,0.000633966,0.012039765
SIR-1S,13,delta_beta_temporal_mu_3,0.072918193,0.122424462,0.108153435
SIR-1S,13,delta_beta_temporal_mu_4,0.2156523866609087,0.262593611,0.2746557538101786
SIR-1S,13,delta_beta_temporal_mu_5,-0.164738324,-0.103770932,-0.146154097
SIR-1S,13,delta_beta_temporal_mu_6,-0.023079134,0.036153199,0.000743015
SIR-1S,13,delta_beta_temporal_mu_7,0.040249969,-0.005973347,0.027442755
SIR-1S,13,delta_beta_temporal_mu_8,-0.033389861,-0.057090208,-0.043857053
SIR-1S,13,delta_beta_temporal_mu_9,0.02712529,0.068279589,0.024092749
SIR-1S,13,delta_beta_temporal_mu_10,-0.024223602,-0.009316921,-0.039956237
SIR-1S,13,delta_beta_temporal_mu_11,0.026124489,-0.010911474,0.00727348
SIR-1S,13,delta_beta_temporal_sigma_0,0.027823075,0.043038227,0.031107313
SIR-1S,13,delta_beta_temporal_sigma_1,0.037041842,0.060256987,0.037327851
SIR-1S,13,delta_beta_temporal_sigma_2,0.043249965,0.056337246,0.036027098
SIR-1S,13,delta_beta_temporal_sigma_3,0.013396865,0.024805888,0.027429368
SIR-1S,13,delta_beta_temporal_sigma_4,0.043514126,0.030142505,0.040936488
SIR-1S,13,delta_beta_temporal_sigma_5,0.05914962,0.027686284,0.081926268
SIR-1S,13,delta_beta_temporal_sigma_6,0.060091021,0.059047133,0.082938853
SIR-1S,13,delta_beta_temporal_sigma_7,0.078347444,0.025628675,0.07656519
SIR-1S,13,delta_beta_temporal_sigma_8,0.087884317,0.096815406,0.067957615
SIR-1S,13,delta_beta_temporal_sigma_9,0.046286374,0.041097058,0.059057783
SIR-1S,13,delta_beta_temporal_sigma_10,0.029215352,0.037332363,0.036255166
SIR-1S,13,delta_beta_temporal_sigma_11,0.046127511,0.04992063,0.032641123
SIR-1S,15,rho_h_s_0,0.3191836525712376,0.184186697,0.1280483036148511
SIR-1S,15,rho_h_scale_0,0.004217042,0.009397941,0.009476162
SIR-1S,15,f_R_mu_0,0.3056748553626447,0.352351885,0.3488981727900599
SIR-1S,15,f_R_sigma_0,0.014221893,0.03466549,0.018060183
SIR-1S,15,f_I_s_0,1.293030948030525,0.520737055,0.4145656132343873
SIR-1S,15,f_I_scale_0,8.389779973740659e-05,0.000233245,0.00017938
SIR-1S,15,beta_mu_0,0.4681725248590284,0.464983371,0.4667562701092899
SIR-1S,15,beta_sigma_0,0.003880859,0.0177522,0.012103289
SIR-1S,15,delta_beta_temporal_mu_0,-0.015125909,-0.00518948,-0.005691072
SIR-1S,15,delta_beta_temporal_mu_1,0.006342423,-0.000288622,0.024745499
SIR-1S,15,delta_beta_temporal_mu_2,0.010155222,0.001372995,0.018436346
SIR-1S,15,delta_beta_temporal_mu_3,0.026592297,0.004311019,0.020182115
SIR-1S,15,delta_beta_temporal_mu_4,0.039113719,0.057087905,0.058338432
SIR-1S,15,delta_beta_temporal_mu_5,-0.016264315,0.005125557,-0.01155528
SIR-1S,15,delta_beta_temporal_mu_6,-0.07902577,-0.055546701,-0.099530412
SIR-1S,15,delta_beta_temporal_mu_7,-0.021486617,-0.019090766,-0.002432871
SIR-1S,15,delta_beta_temporal_mu_8,0.006103674,0.023933004,-0.003707895
SIR-1S,15,delta_beta_temporal_mu_9,0.015728038,-0.012725453,-0.002179964
SIR-1S,15,delta_beta_temporal_mu_10,0.006887541,-0.005299749,-0.01824999
SIR-1S,15,delta_beta_temporal_mu_11,0.031172548,0.03866621,0.035352564
SIR-1S,15,delta_beta_temporal_sigma_0,0.007365737,0.01607279,0.023451191
SIR-1S,15,delta_beta_temporal_sigma_1,0.011102355,0.030336276,0.023549783
SIR-1S,15,delta_beta_temporal_sigma_2,0.015868206,0.033425908,0.040989413
SIR-1S,15,delta_beta_temporal_sigma_3,0.01999616,0.054656922,0.054087411
SIR-1S,15,delta_beta_temporal_sigma_4,0.018576056,0.072204308,0.052831405
SIR-1S,15,delta_beta_temporal_sigma_5,0.026771498,0.019898496,0.035973099
SIR-1S,15,delta_beta_temporal_sigma_6,0.043795005,0.05894282,0.058927898
SIR-1S,15,delta_beta_temporal_sigma_7,0.015632132,0.042970751,0.031319064
SIR-1S,15,delta_beta_temporal_sigma_8,0.026621767,0.055544303,0.031243552
SIR-1S,15,delta_beta_temporal_sigma_9,0.029786008,0.054452611,0.039212449
SIR-1S,15,delta_beta_temporal_sigma_10,0.024808545,0.067758056,0.040928852
SIR-1S,15,delta_beta_temporal_sigma_11,0.005657794,0.053993439,0.026367053
SIR-1S,16,rho_h_s_0,0.1804181462707068,0.233990591,0.1691488258388462
SIR-1S,16,rho_h_scale_0,0.004864486,0.008053188,0.006883185
SIR-1S,16,f_R_mu_0,0.2826148052070735,0.344116556,0.3358288520221433
SIR-1S,16,f_R_sigma_0,0.019775758,0.015057143,0.016428697
SIR-1S,16,f_I_s_0,0.5004441238299764,0.145089429,0.1086414140521554
SIR-1S,16,f_I_scale_0,1.8181727333920635e-05,4.59e-05,4.668767607136265e-05
SIR-1S,16,beta_mu_0,0.4725923678847072,0.480741161,0.4848543576313313
SIR-1S,16,beta_sigma_0,0.006523518,0.007003402,0.008605245
SIR-1S,16,delta_beta_temporal_mu_0,-0.033222708,-0.005212124,-0.023455238
SIR-1S,16,delta_beta_temporal_mu_1,-0.006437583,-0.000298217,-0.001063155
SIR-1S,16,delta_beta_temporal_mu_2,0.023680591,0.083803549,0.018130863
SIR-1S,16,delta_beta_temporal_mu_3,0.044462494,0.124085542,0.053346419
SIR-1S,16,delta_beta_temporal_mu_4,0.1018702298338826,0.1771569,0.1705438013990086
SIR-1S,16,delta_beta_temporal_mu_5,-0.137122232,-0.141879324,-0.146503827
SIR-1S,16,delta_beta_temporal_mu_6,-0.064445697,-0.032271972,-0.056767426
SIR-1S,16,delta_beta_temporal_mu_7,0.056749914,0.050981378,0.063040911
SIR-1S,16,delta_beta_temporal_mu_8,0.071380936,0.051055875,0.053858843
SIR-1S,16,delta_beta_temporal_mu_9,0.06012044,0.057914943,0.031791021
SIR-1S,16,delta_beta_temporal_mu_10,0.027627726,0.007078885,0.017905951
SIR-1S,16,delta_beta_temporal_mu_11,-0.011644673,-0.022829896,-0.026718653
SIR-1S,16,delta_beta_temporal_sigma_0,0.0077601,0.038817314,0.02285564
SIR-1S,16,delta_beta_temporal_sigma_1,0.006851784,0.037035304,0.015597568
SIR-1S,16,delta_beta_temporal_sigma_2,0.024978264,0.047928515,0.033244461
SIR-1S,16,delta_beta_temporal_sigma_3,0.03063048,0.049939738,0.042754868
SIR-1S,16,delta_beta_temporal_sigma_4,0.026718197,0.013472683,0.039923584
SIR-1S,16,delta_beta_temporal_sigma_5,0.059885477,0.06041669,0.038055115
SIR-1S,16,delta_beta_temporal_sigma_6,0.021313375,0.053598982,0.032965637
SIR-1S,16,delta_beta_temporal_sigma_7,0.02861871,0.07037567,0.039623155
SIR-1S,16,delta_beta_temporal_sigma_8,0.028081236,0.049625635,0.03434312
SIR-1S,16,delta_beta_temporal_sigma_9,0.020469435,0.052845203,0.037401656
SIR-1S,16,delta_beta_temporal_sigma_10,0.016326205,0.040080793,0.029059403
SIR-1S,16,delta_beta_temporal_sigma_11,0.010280891,0.018603588,0.025857209
SIR-1S,17,rho_h_s_0,0.4504321303011111,0.49938432,0.3810956465804467
SIR-1S,17,rho_h_scale_0,0.004673715,0.006088118,0.005685829
SIR-1S,17,f_R_mu_0,0.2963038573536252,0.343955039,0.3378482053389516
SIR-1S,17,f_R_sigma_0,0.0205914,0.037892299,0.017220403
SIR-1S,17,f_I_s_0,1.4182004746008503,0.898064758,0.6435103647794292
SIR-1S,17,f_I_scale_0,1.5537593459918307e-05,4.56e-05,4.104049972159867e-05
SIR-1S,17,beta_mu_0,0.4767727080537673,0.471880441,0.4742288143069047
SIR-1S,17,beta_sigma_0,0.007663956,0.006300058,0.009938046
SIR-1S,17,delta_beta_temporal_mu_0,-0.049564774,-0.013358004,-0.004138672
SIR-1S,17,delta_beta_temporal_mu_1,-0.011838098,0.046919986,0.021938121
SIR-1S,17,delta_beta_temporal_mu_2,0.027237159,0.06894063,0.094628673
SIR-1S,17,delta_beta_temporal_mu_3,0.032504885,0.068185429,0.049842129
SIR-1S,17,delta_beta_temporal_mu_4,0.2006157653748601,0.220065403,0.2584013243108872
SIR-1S,17,delta_beta_temporal_mu_5,-0.131803751,-0.079386304,-0.099784001
SIR-1S,17,delta_beta_temporal_mu_6,-0.064679038,0.005110326,-0.015474331
SIR-1S,17,delta_beta_temporal_mu_7,0.041508358,0.066730096,0.07786788
SIR-1S,17,delta_beta_temporal_mu_8,0.03990074,0.060913073,0.058609717
SIR-1S,17,delta_beta_temporal_mu_9,0.000904726,0.032797144,0.010197204
SIR-1S,17,delta_beta_temporal_mu_10,-0.005677768,0.030961925,0.012207403
SIR-1S,17,delta_beta_temporal_mu_11,0.055897887,0.094150237,0.1022977585741246
SIR-1S,17,delta_beta_temporal_sigma_0,0.036011212,0.040948046,0.027739279
SIR-1S,17,delta_beta_temporal_sigma_1,0.028823737,0.050833817,0.032634458
SIR-1S,17,delta_beta_temporal_sigma_2,0.049322324,0.061319323,0.040078918
SIR-1S,17,delta_beta_temporal_sigma_3,0.019072693,0.035024716,0.026067877
SIR-1S,17,delta_beta_temporal_sigma_4,0.059045154,0.059074336,0.081310673
SIR-1S,17,delta_beta_temporal_sigma_5,0.036295784,0.036709295,0.038809613
SIR-1S,17,delta_beta_temporal_sigma_6,0.043455376,0.053379887,0.071487981
SIR-1S,17,delta_beta_temporal_sigma_7,0.013322229,0.02137246,0.01913836
SIR-1S,17,delta_beta_temporal_sigma_8,0.095528592,0.121360519,0.091640062
SIR-1S,17,delta_beta_temporal_sigma_9,0.065297195,0.0831026,0.053853318
SIR-1S,17,delta_beta_temporal_sigma_10,0.077207689,0.093326915,0.083763076
SIR-1S,17,delta_beta_temporal_sigma_11,0.073117379,0.091314138,0.055706124
SIR-1S,18,rho_h_s_0,0.2340073667442321,0.248403466,0.2280657439908824
SIR-1S,18,rho_h_scale_0,0.005874499,0.007061974,0.007107312
SIR-1S,18,f_R_mu_0,0.2857606932468902,0.330450514,0.3271820924695233
SIR-1S,18,f_R_sigma_0,0.017307097,0.03916732,0.014402157
SIR-1S,18,f_I_s_0,1.1960411105127755,0.62393162,0.4904487106565644
SIR-1S,18,f_I_scale_0,1.5323856804924053e-05,2.67e-05,3.018571429220475e-05
SIR-1S,18,beta_mu_0,0.4721518997682114,0.478244016,0.4834661398765598
SIR-1S,18,beta_sigma_0,0.002140629,0.012923124,0.007050963
SIR-1S,18,delta_beta_temporal_mu_0,-0.04813214,-0.033675259,-0.038146753
SIR-1S,18,delta_beta_temporal_mu_1,-0.013560142,-0.000561238,0.002176664
SIR-1S,18,delta_beta_temporal_mu_2,-0.009522627,-0.010469714,1.3267573338707206e-05
SIR-1S,18,delta_beta_temporal_mu_3,0.031751972,0.024526678,0.024899259
SIR-1S,18,delta_beta_temporal_mu_4,0.1686391061315181,0.151211618,0.1930556662742525
SIR-1S,18,delta_beta_temporal_mu_5,-0.141461045,-0.114339468,-0.131689394
SIR-1S,18,delta_beta_temporal_mu_6,-0.035737152,0.021580573,-0.015314822
SIR-1S,18,delta_beta_temporal_mu_7,0.085703681,0.11064464,0.094167342
SIR-1S,18,delta_beta_temporal_mu_8,0.053300931,0.033576928,0.027206718
SIR-1S,18,delta_beta_temporal_mu_9,0.04769059,0.051859069,0.050897307
SIR-1S,18,delta_beta_temporal_mu_10,-0.048112733,-0.012424217,-0.069202547
SIR-1S,18,delta_beta_temporal_mu_11,0.007820656,0.047733572,0.003878176
SIR-1S,18,delta_beta_temporal_sigma_0,0.026205801,0.031698631,0.036014906
SIR-1S,18,delta_beta_temporal_sigma_1,0.014297469,0.047245405,0.030533766
SIR-1S,18,delta_beta_temporal_sigma_2,0.036394334,0.046711801,0.030252012
SIR-1S,18,delta_beta_temporal_sigma_3,0.013589189,0.034911629,0.026192523
SIR-1S,18,delta_beta_temporal_sigma_4,0.064052206,0.067204946,0.076402814
SIR-1S,18,delta_beta_temporal_sigma_5,0.050046491,0.068288651,0.037328146
SIR-1S,18,delta_beta_temporal_sigma_6,0.06002842,0.043356591,0.085399674
SIR-1S,18,delta_beta_temporal_sigma_7,0.017721139,0.04574406,0.05237055
SIR-1S,18,delta_beta_temporal_sigma_8,0.037904017,0.040078734,0.027047075
SIR-1S,18,delta_beta_temporal_sigma_9,0.053878232,0.06619783,0.04131658
SIR-1S,18,delta_beta_temporal_sigma_10,0.060807621,0.047734111,0.058322599
SIR-1S,18,delta_beta_temporal_sigma_11,0.053599275,0.059162961,0.040163571
SIR-1S,19,rho_h_s_0,0.1379650209740239,0.220295966,0.1993316441132373
SIR-1S,19,rho_h_scale_0,0.003855613,0.004711707,0.004448966
SIR-1S,19,f_R_mu_0,0.2887164539186692,0.339853479,0.3269664395696248
SIR-1S,19,f_R_sigma_0,0.016266178,0.037340602,0.022770456
SIR-1S,19,f_I_s_0,1.047938041022528,0.571767004,0.3567909317519183
SIR-1S,19,f_I_scale_0,8.05706793077189e-06,2.63e-05,1.561392128686952e-05
SIR-1S,19,beta_mu_0,0.4789900855950743,0.487267648,0.4884224159804054
SIR-1S,19,beta_sigma_0,0.00549334,0.014282876,0.009234765
SIR-1S,19,delta_beta_temporal_mu_0,-0.03300861,-0.024492652,-0.008814476
SIR-1S,19,delta_beta_temporal_mu_1,-0.030782962,0.000914726,-0.023605088
SIR-1S,19,delta_beta_temporal_mu_2,-0.011288036,0.030512664,0.005334803
SIR-1S,19,delta_beta_temporal_mu_3,0.027295426,0.001655567,-0.002149769
SIR-1S,19,delta_beta_temporal_mu_4,0.1191554765312691,0.087496248,0.1348851011850697
SIR-1S,19,delta_beta_temporal_mu_5,-0.057666796,-0.034880199,-0.060870297
SIR-1S,19,delta_beta_temporal_mu_6,-0.036956223,0.013160797,-0.021398441
SIR-1S,19,delta_beta_temporal_mu_7,0.07015823,0.076462254,0.082780899
SIR-1S,19,delta_beta_temporal_mu_8,0.048704235,0.072815959,0.044856738
SIR-1S,19,delta_beta_temporal_mu_9,0.059748838,0.063981203,0.064708168
SIR-1S,19,delta_beta_temporal_mu_10,0.003447067,0.000239911,-0.007152678
SIR-1S,19,delta_beta_temporal_mu_11,0.023083426,0.007910416,0.048270858
SIR-1S,19,delta_beta_temporal_sigma_0,0.016204457,0.012183588,0.038653663
SIR-1S,19,delta_beta_temporal_sigma_1,0.02935624,0.061373521,0.043355771
SIR-1S,19,delta_beta_temporal_sigma_2,0.024673802,0.068172721,0.040630839
SIR-1S,19,delta_beta_temporal_sigma_3,0.015598546,0.017159001,0.033676354
SIR-1S,19,delta_beta_temporal_sigma_4,0.085692947,0.076661351,0.1129493113799569
SIR-1S,19,delta_beta_temporal_sigma_5,0.032963574,0.058683756,0.051668385
SIR-1S,19,delta_beta_temporal_sigma_6,0.018266761,0.064902054,0.048107572
SIR-1S,19,delta_beta_temporal_sigma_7,0.024450461,0.049745526,0.040634627
SIR-1S,19,delta_beta_temporal_sigma_8,0.055355576,0.065744389,0.04017028
SIR-1S,19,delta_beta_temporal_sigma_9,0.013306163,0.02746503,0.033276173
SIR-1S,19,delta_beta_temporal_sigma_10,0.026124512,0.056133907,0.034739024
SIR-1S,19,delta_beta_temporal_sigma_11,0.034219795,0.058778059,0.036627025
SIR-1S,20,rho_h_s_0,0.2239897854506802,0.227535992,0.196612818
SIR-1S,20,rho_h_scale_0,0.004290907,0.006027031,0.006223002
SIR-1S,20,f_R_mu_0,0.2910074482497211,0.343856097,0.3435146060310045
SIR-1S,20,f_R_sigma_0,0.018969334,0.041848246,0.022521103
SIR-1S,20,f_I_s_0,1.1153854536160357,0.544824951,0.373810643
SIR-1S,20,f_I_scale_0,2.2545847804004157e-05,6.06e-05,7.840967591507046e-05
SIR-1S,20,beta_mu_0,0.4737956161519836,0.472552659,0.4751065831818218
SIR-1S,20,beta_sigma_0,0.003461252,0.0025668,0.009738698
SIR-1S,20,delta_beta_temporal_mu_0,-0.060863249,-0.01312227,-0.024466336
SIR-1S,20,delta_beta_temporal_mu_1,-0.038563878,0.03113299,-0.007403496
SIR-1S,20,delta_beta_temporal_mu_2,-0.003418083,0.01095747,0.019939989
SIR-1S,20,delta_beta_temporal_mu_3,0.044858914,0.057185462,0.077192821
SIR-1S,20,delta_beta_temporal_mu_4,0.1406875243128905,0.131248369,0.2039178372890342
SIR-1S,20,delta_beta_temporal_mu_5,-0.091216668,-0.044770256,-0.063278387
SIR-1S,20,delta_beta_temporal_mu_6,-0.023314965,-0.011868793,-0.006758469
SIR-1S,20,delta_beta_temporal_mu_7,0.124266172,0.166096546,0.1646593467985496
SIR-1S,20,delta_beta_temporal_mu_8,0.020215463,-0.007186247,-0.002428963
SIR-1S,20,delta_beta_temporal_mu_9,0.038389665,0.061899373,0.02776117
SIR-1S,20,delta_beta_temporal_mu_10,0.004916283,0.019016898,-0.004123415
SIR-1S,20,delta_beta_temporal_mu_11,0.003557194,0.004240763,0.008088111
SIR-1S,20,delta_beta_temporal_sigma_0,0.032652207,0.050147516,0.049249049
SIR-1S,20,delta_beta_temporal_sigma_1,0.036900494,0.042544524,0.045709351
SIR-1S,20,delta_beta_temporal_sigma_2,0.030494515,0.056222749,0.039936263
SIR-1S,20,delta_beta_temporal_sigma_3,0.018832458,0.049665425,0.036347292
SIR-1S,20,delta_beta_temporal_sigma_4,0.085575356,0.064090789,0.1021101575680971
SIR-1S,20,delta_beta_temporal_sigma_5,0.037819707,0.049578165,0.033029475
SIR-1S,20,delta_beta_temporal_sigma_6,0.009941457,0.004138679,0.028665962
SIR-1S,20,delta_beta_temporal_sigma_7,0.022510357,0.0712428,0.043892825
SIR-1S,20,delta_beta_temporal_sigma_8,0.026700977,0.050395813,0.039791137
SIR-1S,20,delta_beta_temporal_sigma_9,0.03641768,0.046551441,0.038328145
SIR-1S,20,delta_beta_temporal_sigma_10,0.029453495,0.052131267,0.037416741
SIR-1S,20,delta_beta_temporal_sigma_11,0.012597803,0.035835221,0.019997389
SIR-1S,21,rho_h_s_0,0.2407129300199212,0.302881696,0.2246323342243823
SIR-1S,21,rho_h_scale_0,0.006023849,0.008104391,0.007917465
SIR-1S,21,f_R_mu_0,0.2845251639544968,0.34763382,0.3390692437792353
SIR-1S,21,f_R_sigma_0,0.025840212,0.037583233,0.026953869
SIR-1S,21,f_I_s_0,1.7767095276414278,0.794343174,0.6799938610851762
SIR-1S,21,f_I_scale_0,2.429209548443582e-05,5.61e-05,6.679572477363981e-05
SIR-1S,21,beta_mu_0,0.46437244,0.480185178,0.4776439073137065
SIR-1S,21,beta_sigma_0,0.003974161,0.014284853,0.01062401
SIR-1S,21,delta_beta_temporal_mu_0,-0.076063104,-0.007669466,-0.055741081
SIR-1S,21,delta_beta_temporal_mu_1,-0.043262119,-0.010574212,-0.01099825
SIR-1S,21,delta_beta_temporal_mu_2,-0.012037432,0.010506565,0.001620725
SIR-1S,21,delta_beta_temporal_mu_3,0.043362086,0.044122637,0.044888092
SIR-1S,21,delta_beta_temporal_mu_4,0.2149282821974074,0.280809043,0.3007806577171017
SIR-1S,21,delta_beta_temporal_mu_5,-0.119568078,-0.069168193,-0.109461301
SIR-1S,21,delta_beta_temporal_mu_6,-0.050162936,-0.001458047,-0.017897242
SIR-1S,21,delta_beta_temporal_mu_7,0.095193379,0.164550691,0.1059851757844681
SIR-1S,21,delta_beta_temporal_mu_8,0.040814702,0.047131781,0.042912082
SIR-1S,21,delta_beta_temporal_mu_9,0.063131453,0.050320214,0.044903109
SIR-1S,21,delta_beta_temporal_mu_10,0.012106857,0.084114242,0.014158218
SIR-1S,21,delta_beta_temporal_mu_11,0.005155452,0.008898497,0.003365468
SIR-1S,21,delta_beta_temporal_sigma_0,0.038473143,0.040918108,0.041099721
SIR-1S,21,delta_beta_temporal_sigma_1,0.012704561,0.034427916,0.030625078
SIR-1S,21,delta_beta_temporal_sigma_2,0.022841932,0.036239856,0.022866915
SIR-1S,21,delta_beta_temporal_sigma_3,0.026201236,0.021937264,0.038436547
SIR-1S,21,delta_beta_temporal_sigma_4,0.041714361,0.052731594,0.040722484
SIR-1S,21,delta_beta_temporal_sigma_5,0.074711208,0.073638011,0.060634241
SIR-1S,21,delta_beta_temporal_sigma_6,0.023971525,0.027911616,0.035678727
SIR-1S,21,delta_beta_temporal_sigma_7,0.057811451,0.059085969,0.077335929
SIR-1S,21,delta_beta_temporal_sigma_8,0.073861677,0.068463254,0.042561858
SIR-1S,21,delta_beta_temporal_sigma_9,0.032518913,0.055860566,0.033790704
SIR-1S,21,delta_beta_temporal_sigma_10,0.083880471,0.046470141,0.06749794
SIR-1S,21,delta_beta_temporal_sigma_11,0.038242038,0.048684666,0.030179257
SIR-1S,22,rho_h_s_0,0.3431412998970304,0.307063736,0.2457890490168669
SIR-1S,22,rho_h_scale_0,0.006792004,0.009295478,0.010325115
SIR-1S,22,f_R_mu_0,0.2823227432279525,0.337869711,0.3345223766990945
SIR-1S,22,f_R_sigma_0,0.022122258,0.029684622,0.01607141
SIR-1S,22,f_I_s_0,1.042306491830258,0.581979152,0.420726208
SIR-1S,22,f_I_scale_0,6.311693371736109e-05,9.4e-05,9.889697691036874e-05
SIR-1S,22,beta_mu_0,0.4595263356902661,0.470939713,0.4694711668273859
SIR-1S,22,beta_sigma_0,0.007196925,0.011075546,0.009028861
SIR-1S,22,delta_beta_temporal_mu_0,-0.032471028,-0.000533989,-0.002951742
SIR-1S,22,delta_beta_temporal_mu_1,0.021216068,0.052555393,0.057078663
SIR-1S,22,delta_beta_temporal_mu_2,-0.030242141,0.011464401,0.000793104
SIR-1S,22,delta_beta_temporal_mu_3,0.034946584,0.032042494,0.049358221
SIR-1S,22,delta_beta_temporal_mu_4,0.1239970270468256,0.153661038,0.1689277199507178
SIR-1S,22,delta_beta_temporal_mu_5,-0.132753893,-0.117558072,-0.138338686
SIR-1S,22,delta_beta_temporal_mu_6,-0.038598418,-0.018045312,-0.025372501
SIR-1S,22,delta_beta_temporal_mu_7,0.025631845,-0.024040118,0.012410722
SIR-1S,22,delta_beta_temporal_mu_8,0.00778175,0.020647498,-0.006121543
SIR-1S,22,delta_beta_temporal_mu_9,0.009377343,0.018745735,-0.002505445
SIR-1S,22,delta_beta_temporal_mu_10,-0.038096131,0.000897019,-0.063520744
SIR-1S,22,delta_beta_temporal_mu_11,0.008482704,-0.02270706,-0.016987595
SIR-1S,22,delta_beta_temporal_sigma_0,0.041072719,0.041791828,0.03485841
SIR-1S,22,delta_beta_temporal_sigma_1,0.004288489,0.023696276,0.02053061
SIR-1S,22,delta_beta_temporal_sigma_2,0.028826487,0.053025821,0.029679794
SIR-1S,22,delta_beta_temporal_sigma_3,0.02954858,0.027469796,0.029068912
SIR-1S,22,delta_beta_temporal_sigma_4,0.031706549,0.038334634,0.027220874
SIR-1S,22,delta_beta_temporal_sigma_5,0.041080967,0.046247235,0.028649087
SIR-1S,22,delta_beta_temporal_sigma_6,0.037063437,0.07423308,0.065114752
SIR-1S,22,delta_beta_temporal_sigma_7,0.073201856,0.039456956,0.0591831
SIR-1S,22,delta_beta_temporal_sigma_8,0.037792134,0.039706709,0.025749319
SIR-1S,22,delta_beta_temporal_sigma_9,0.050878675,0.06162688,0.058147112
SIR-1S,22,delta_beta_temporal_sigma_10,0.073200111,0.048903344,0.049935892
SIR-1S,22,delta_beta_temporal_sigma_11,0.0390839,0.058525209,0.035140523
SIR-1S,23,rho_h_s_0,0.2117554589390265,0.219426813,0.1618282509528551
SIR-1S,23,rho_h_scale_0,0.004530251,0.007986899,0.00712638
SIR-1S,23,f_R_mu_0,0.2922134834284043,0.350743926,0.3384432544255785
SIR-1S,23,f_R_sigma_0,0.007525424,0.041824931,0.018411099
SIR-1S,23,f_I_s_0,1.054782985116871,0.533013351,0.3722717127233056
SIR-1S,23,f_I_scale_0,1.2754858010498054e-05,4.96e-05,4.0257772486106e-05
SIR-1S,23,beta_mu_0,0.4782846012543458,0.466243423,0.4794442053355265
SIR-1S,23,beta_sigma_0,0.006753705,0.021092209,0.012664891
SIR-1S,23,delta_beta_temporal_mu_0,-0.038170624,-0.016569094,-0.024502866
SIR-1S,23,delta_beta_temporal_mu_1,-0.03542885,0.011731125,-0.015782358
SIR-1S,23,delta_beta_temporal_mu_2,-0.010859987,0.002197526,-0.00028847
SIR-1S,23,delta_beta_temporal_mu_3,0.023469677,0.000851564,0.013694103
