model,fips_state,parameter,element,hyperdistribution,2023-2024,2024-2025,2025-2026
SIR-1S,27,delta_beta_temporal,2,norm,0.0003306038694505,-0.0846676070427717,0.03948158338244
SIR-1S,27,delta_beta_temporal,3,norm,0.0522372667335156,0.0812300728522225,0.1039390702148089
SIR-1S,27,delta_beta_temporal,4,norm,0.0889082997407784,0.2428272930870793,0.1365647310284169
SIR-1S,27,delta_beta_temporal,5,norm,-0.079171082440473,-0.0337248717409621,-0.1689726998808973
SIR-1S,27,delta_beta_temporal,6,norm,-0.0512615503186073,-0.0226541141902227,-0.1886836118439411
SIR-1S,27,delta_beta_temporal,7,norm,0.046499654217693,-0.0323399193205325,-0.0002002376936271
SIR-1S,27,delta_beta_temporal,8,norm,0.0538881829575996,-0.0360513476497633,0.0578873095983715
SIR-1S,27,delta_beta_temporal,9,norm,0.0895735864428858,0.0240016782711667,0.0623351826154145
SIR-1S,27,delta_beta_temporal,10,norm,0.0751343555313177,0.0278279165472643,-0.0636629916262639
SIR-1S,27,delta_beta_temporal,11,norm,0.0309944957085123,0.013419782402582,0.005117158941904
SIR-1S,28,rho_h,0,lognorm,0.0062288643817371,0.0072608171481368,0.005823936956557
SIR-1S,28,f_R,0,norm,0.3047371807949373,0.2852314645661167,0.3061686939049762
SIR-1S,28,f_I,0,lognorm,0.0002106739990179,3.1358812512986004e-05,0.0001183521023881
SIR-1S,28,beta,0,norm,0.4582384417968689,0.4592301359419931,0.4614949129863117
SIR-1S,28,delta_beta_temporal,0,norm,-0.0941031976890143,-0.0504398730461646,-0.0961475195505736
SIR-1S,28,delta_beta_temporal,1,norm,-0.0065085912170112,-0.0093078524448223,-0.0685704835756315
SIR-1S,28,delta_beta_temporal,2,norm,0.0213341059998263,-0.0403001142488227,-0.0145520464495638
SIR-1S,28,delta_beta_temporal,3,norm,0.0426883071390707,0.0135607580038767,0.1213051196200338
SIR-1S,28,delta_beta_temporal,4,norm,0.1827974526454784,0.1601952989604583,0.1487198018345273
SIR-1S,28,delta_beta_temporal,5,norm,-0.0430050788807648,-0.0766131230697333,-0.1023715009970372
SIR-1S,28,delta_beta_temporal,6,norm,-0.0666429623095159,0.128796993341748,-0.0626998414427453
SIR-1S,28,delta_beta_temporal,7,norm,-0.0423775836994632,-0.0018341582812461,0.1683355668863173
SIR-1S,28,delta_beta_temporal,8,norm,0.0134634510917693,-0.079865539622005,0.017785490578548
SIR-1S,28,delta_beta_temporal,9,norm,0.0589242161911739,0.0898707855670067,-0.0369445351424639
SIR-1S,28,delta_beta_temporal,10,norm,0.0769903228943108,-0.0499236674808969,-0.0761694195744383
SIR-1S,28,delta_beta_temporal,11,norm,0.0656910567713834,0.0191600225137694,0.0044589177070066
SIR-1S,29,rho_h,0,lognorm,0.0048964048660574,0.0094243369656039,0.0055974398734969
SIR-1S,29,f_R,0,norm,0.3064284057657429,0.2430206293042748,0.2902018016080216
SIR-1S,29,f_I,0,lognorm,6.952092555264968e-05,2.860671897522934e-06,5.4581979079135086e-05
SIR-1S,29,beta,0,norm,0.4662252715825268,0.462644799099955,0.4675291173120603
SIR-1S,29,delta_beta_temporal,0,norm,-0.087795315165094,-0.0457980315299819,-0.122653041615815
SIR-1S,29,delta_beta_temporal,1,norm,-0.0064332191562209,-0.013912933403171,-0.0628028239992869
SIR-1S,29,delta_beta_temporal,2,norm,0.0267361689786754,-0.0833013415712687,-0.028876470254603
SIR-1S,29,delta_beta_temporal,3,norm,0.0516431701788604,-0.0075968848539724,0.0559597654385307
SIR-1S,29,delta_beta_temporal,4,norm,0.0941427440905803,0.2253903848126562,0.3181477583629009
SIR-1S,29,delta_beta_temporal,5,norm,-0.0607004582243646,-0.1779042992305166,-0.1644951759919331
SIR-1S,29,delta_beta_temporal,6,norm,-0.0450500274834492,-0.0634119084494853,-0.0305216238029769
SIR-1S,29,delta_beta_temporal,7,norm,0.0752180478611862,0.0914560466109038,0.1430935810010126
SIR-1S,29,delta_beta_temporal,8,norm,0.1471497460408367,-0.0662120190569336,0.0119132395925035
SIR-1S,29,delta_beta_temporal,9,norm,0.0508542267267963,-0.1141965627461695,0.0280263053179678
SIR-1S,29,delta_beta_temporal,10,norm,0.0139356197464812,-0.1113802019198186,-0.0750179136848689
SIR-1S,29,delta_beta_temporal,11,norm,0.0650708272075345,-0.0340321032489716,-0.0053865826367103
SIR-1S,30,rho_h,0,lognorm,0.0044878460247158,0.0063124918438168,0.0048872831611872
SIR-1S,30,f_R,0,norm,0.2929856731308676,0.2844309725760154,0.295398213586829
SIR-1S,30,f_I,0,lognorm,1.6313649996202754e-05,5.960466899254222e-06,2.293084056743178e-05
SIR-1S,30,beta,0,norm,0.4813756290312661,0.4752603184014321,0.4788565957774918
SIR-1S,30,delta_beta_temporal,0,norm,-0.0338009836424324,-0.0467263692363037,-0.0578241405114951
SIR-1S,30,delta_beta_temporal,1,norm,-0.0201860637000045,-0.0453220462822266,-0.0413420979884583
SIR-1S,30,delta_beta_temporal,2,norm,-0.0045974397392064,-0.0142119400281481,0.0082133921727196
SIR-1S,30,delta_beta_temporal,3,norm,0.0632453540890029,0.0389721645386182,0.0529696958037395
SIR-1S,30,delta_beta_temporal,4,norm,0.0989150967602582,0.0884550273874683,0.1570232843960604
SIR-1S,30,delta_beta_temporal,5,norm,-0.0324804802741757,-0.040468400706813,-0.0678919547901497
SIR-1S,30,delta_beta_temporal,6,norm,-0.0082707250501721,-0.0300115710633259,-0.052892905037123
SIR-1S,30,delta_beta_temporal,7,norm,-0.0302418553995887,0.0790275269077174,0.0812092270889151
SIR-1S,30,delta_beta_temporal,8,norm,-0.0176001614670364,0.0839245271250035,0.0200989688461097
SIR-1S,30,delta_beta_temporal,9,norm,0.0979752529864283,0.0462627113566175,0.0871875318719754
SIR-1S,30,delta_beta_temporal,10,norm,0.05296084850308,0.0149772730681541,-0.001540924670135
SIR-1S,30,delta_beta_temporal,11,norm,-0.0064633378499451,0.0198032712966926,0.0010730131754471
SIR-1S,31,rho_h,0,lognorm,0.0030755867442582,0.0052301505111498,0.0039734034495232
SIR-1S,31,f_R,0,norm,0.3166850010184351,0.2730025009570496,0.2865576752624724
SIR-1S,31,f_I,0,lognorm,7.630449112847837e-05,4.656284152708859e-06,1.0723315564322849e-05
SIR-1S,31,beta,0,norm,0.4721318834668934,0.4739412845222537,0.4778913993729392
SIR-1S,31,delta_beta_temporal,0,norm,-0.0473419672991933,-0.0361887116543516,-0.0624985609578954
SIR-1S,31,delta_beta_temporal,1,norm,-0.05162934355762,-0.0324183237386322,-0.0200854148401896
SIR-1S,31,delta_beta_temporal,2,norm,-0.0144790417937063,-0.0145305871915218,0.0204973902395014
SIR-1S,31,delta_beta_temporal,3,norm,0.0435673730542416,0.0418260101683342,0.0746226881672406
SIR-1S,31,delta_beta_temporal,4,norm,0.0757693390887232,0.1475115158782937,0.1510164861264378
SIR-1S,31,delta_beta_temporal,5,norm,-0.0451785021902532,-0.101585136597645,-0.0839735692796659
SIR-1S,31,delta_beta_temporal,6,norm,-0.0428365976577791,0.0179401176791275,-0.03008042388688
SIR-1S,31,delta_beta_temporal,7,norm,0.042780231526474,0.1121321237421077,0.0866551545976015
SIR-1S,31,delta_beta_temporal,8,norm,0.1163318633930737,0.0528315714917334,0.0414998339178015
SIR-1S,31,delta_beta_temporal,9,norm,0.0826196496773493,-0.0131732137051938,0.0021489688889216
SIR-1S,31,delta_beta_temporal,10,norm,0.042171032989663,0.0112505959242056,-0.0031640192694301
SIR-1S,31,delta_beta_temporal,11,norm,0.0438950424085372,0.0151574801400022,0.0081986166751284
SIR-1S,32,rho_h,0,lognorm,0.0030785578831444,0.0055786410886218,0.0053963992009819
SIR-1S,32,f_R,0,norm,0.3092631454067536,0.2792214244637818,0.2877212155905423
SIR-1S,32,f_I,0,lognorm,5.72443835192848e-05,1.6031958174649422e-05,2.949154626748036e-05
SIR-1S,32,beta,0,norm,0.4768544350874004,0.4708928256683316,0.4642351785678162
SIR-1S,32,delta_beta_temporal,0,norm,-0.0050240217133831,0.0126603437678414,-0.0727568035479836
SIR-1S,32,delta_beta_temporal,1,norm,0.0105710782756367,0.0340394806834733,-0.0369024840122106
SIR-1S,32,delta_beta_temporal,2,norm,0.038985854545042,-0.0058177696987687,-0.0303985273952944
SIR-1S,32,delta_beta_temporal,3,norm,0.0812919542868418,0.0143197229568721,0.1203410542501521
SIR-1S,32,delta_beta_temporal,4,norm,0.0506618133170624,0.084767034111419,0.1671432423513981
SIR-1S,32,delta_beta_temporal,5,norm,-0.070745220164143,-0.0944899784622775,-0.1613866177766205
SIR-1S,32,delta_beta_temporal,6,norm,-0.1044461933417512,-0.0882892671714369,-0.1464289560134929
SIR-1S,32,delta_beta_temporal,7,norm,-0.0227328833449111,0.0175388057206996,-0.0178170690326873
SIR-1S,32,delta_beta_temporal,8,norm,0.0709687698166673,-0.0720990143847406,-0.0768155513736702
SIR-1S,32,delta_beta_temporal,9,norm,0.0587183648759334,0.0243687301110286,-0.0700949152606105
SIR-1S,32,delta_beta_temporal,10,norm,0.0677747327979551,0.0500648849034154,-0.0224785264058994
SIR-1S,32,delta_beta_temporal,11,norm,0.0476964617596107,0.0292326860993549,0.0212508627631724
SIR-1S,33,rho_h,0,lognorm,0.0027225257484432,0.0055836887601023,0.0046056046533906
SIR-1S,33,f_R,0,norm,0.32402693581132,0.2805715436004534,0.2809932659171346
SIR-1S,33,f_I,0,lognorm,5.808957579613893e-05,8.969386291212664e-06,8.967261170303626e-06
SIR-1S,33,beta,0,norm,0.4799142041506464,0.4728982492975173,0.4854612126659315
SIR-1S,33,delta_beta_temporal,0,norm,-0.040184128343497,-0.0398074156471213,-0.0575966295587005
SIR-1S,33,delta_beta_temporal,1,norm,-0.0066944760508034,-0.0161597983887981,-0.0355188754045365
SIR-1S,33,delta_beta_temporal,2,norm,0.0229142308254763,-0.0151215761330187,0.0080533800195187
SIR-1S,33,delta_beta_temporal,3,norm,0.0727672015596688,-0.0082981993880854,0.0653332680879076
SIR-1S,33,delta_beta_temporal,4,norm,0.0608219769391578,0.0438553835335172,0.1658394706115564
SIR-1S,33,delta_beta_temporal,5,norm,-0.041042131979184,-0.0168481607350223,-0.0527041830929992
SIR-1S,33,delta_beta_temporal,6,norm,-0.0375063327360219,0.0264705028453738,-0.1337018615731083
SIR-1S,33,delta_beta_temporal,7,norm,0.0537297169646922,0.0651390603584075,0.0228842358607461
SIR-1S,33,delta_beta_temporal,8,norm,0.0494302950666203,0.0816444302595349,0.0714515492873363
SIR-1S,33,delta_beta_temporal,9,norm,0.0734037961750683,-0.0003781505701539,0.0602828528013613
SIR-1S,33,delta_beta_temporal,10,norm,0.0239638212765779,-0.0409298109548778,0.0390124852943325
SIR-1S,33,delta_beta_temporal,11,norm,0.0015813764201324,0.0279206690759615,0.0039462676515779
SIR-1S,34,rho_h,0,lognorm,0.0049005928450736,0.0082303778638809,0.0061362359500882
SIR-1S,34,f_R,0,norm,0.3138271056885603,0.2698657827884802,0.2839441738075743
SIR-1S,34,f_I,0,lognorm,4.5081829353572266e-05,7.972589954990778e-06,2.1808369676290456e-05
SIR-1S,34,beta,0,norm,0.4760008601688844,0.4611036923805127,0.473394184721241
SIR-1S,34,delta_beta_temporal,0,norm,-0.046707490453813,-0.06895277917664,-0.0830107180016107
SIR-1S,34,delta_beta_temporal,1,norm,-0.0628589528397394,-0.0087311960212546,-0.0523647682984873
SIR-1S,34,delta_beta_temporal,2,norm,0.0429226764537839,-0.0232484675906476,0.0391295474925713
SIR-1S,34,delta_beta_temporal,3,norm,0.0935862512342725,0.0210592234413166,0.1611318731911139
SIR-1S,34,delta_beta_temporal,4,norm,0.1361233583459679,0.2327308813005074,0.1169346219392244
SIR-1S,34,delta_beta_temporal,5,norm,-0.0813507632694965,-0.0694422836422498,-0.1315992309971
SIR-1S,34,delta_beta_temporal,6,norm,-0.123447865257582,0.0323199360330014,-0.2440100430091992
SIR-1S,34,delta_beta_temporal,7,norm,0.0182299602395935,0.0270155787026726,-0.0506484663246666
SIR-1S,34,delta_beta_temporal,8,norm,0.0568516190881168,-0.040730226828644,0.0917206026088147
SIR-1S,34,delta_beta_temporal,9,norm,0.0065863013286658,-0.0493862249569045,0.0301261326693908
SIR-1S,34,delta_beta_temporal,10,norm,0.0277251701478659,0.0251021595156007,-0.0621546465500524
SIR-1S,34,delta_beta_temporal,11,norm,0.0586118204582239,0.0553182629439187,0.0215254541446641
SIR-1S,35,rho_h,0,lognorm,0.005048042146855,0.0077612916281092,0.004984997617899
SIR-1S,35,f_R,0,norm,0.2912734780142916,0.2642159725857269,0.2757871951066722
SIR-1S,35,f_I,0,lognorm,2.2008570667388263e-05,1.011255722498104e-05,1.0362444808461675e-05
SIR-1S,35,beta,0,norm,0.4759688827952042,0.4676681973106812,0.4799606646150725
SIR-1S,35,delta_beta_temporal,0,norm,-0.0487468363212644,-0.0333651532698194,-0.0531309509105319
SIR-1S,35,delta_beta_temporal,1,norm,-0.0087878312115917,-0.0022719199106575,-0.0313909690644641
SIR-1S,35,delta_beta_temporal,2,norm,0.0444979341072414,0.0341581542094599,0.0175937175117975
SIR-1S,35,delta_beta_temporal,3,norm,0.1353917479668272,0.0231471746788172,0.0473109333450608
SIR-1S,35,delta_beta_temporal,4,norm,0.0475303580493063,0.0279966801431447,0.2027179297399002
SIR-1S,35,delta_beta_temporal,5,norm,-0.1219815526320009,-0.0852601410197107,-0.1802807498050274
SIR-1S,35,delta_beta_temporal,6,norm,-0.0952266188718222,-0.0994985332194258,-0.0790590482469128
SIR-1S,35,delta_beta_temporal,7,norm,-0.0079253182623038,0.0391121525447549,0.0586886739922435
SIR-1S,35,delta_beta_temporal,8,norm,0.0460540778756768,0.0235544059459575,0.0634749130690221
SIR-1S,35,delta_beta_temporal,9,norm,0.0840498329801449,0.0282438780403514,0.056332295614359
SIR-1S,35,delta_beta_temporal,10,norm,0.0553190089900392,0.0042868248150742,-0.0290570721942455
SIR-1S,35,delta_beta_temporal,11,norm,0.0138759595271097,0.0070368688291127,-0.0071609245806673
SIR-1S,36,rho_h,0,lognorm,0.0038909783564678,0.0064339439978461,0.0059749164935551
SIR-1S,36,f_R,0,norm,0.3079188929592891,0.2627874817555871,0.2803118556239325
SIR-1S,36,f_I,0,lognorm,5.259211848111677e-05,1.7083595573411975e-06,1.3008619315974468e-05
SIR-1S,36,beta,0,norm,0.4685845925187296,0.4759118818679433,0.4711684450624919
SIR-1S,36,delta_beta_temporal,0,norm,-0.0748481139331962,0.0007966333735005,-0.0773808859574165
SIR-1S,36,delta_beta_temporal,1,norm,0.0244416849801795,0.0315754870669201,0.0736697241914837
SIR-1S,36,delta_beta_temporal,2,norm,0.1086613844658468,0.0085039630295738,0.1425597651965355
SIR-1S,36,delta_beta_temporal,3,norm,0.0932052544403625,0.0024896983679794,0.09697017454614
SIR-1S,36,delta_beta_temporal,4,norm,0.0868329406686617,0.1537969725362168,0.0931726767638964
SIR-1S,36,delta_beta_temporal,5,norm,-0.0632041470585596,-0.0802563520185867,-0.140977141467339
SIR-1S,36,delta_beta_temporal,6,norm,-0.0283110800467086,-0.0175830045779397,-0.2705830949860082
SIR-1S,36,delta_beta_temporal,7,norm,0.0490685646129395,-0.0116509201752874,-0.0496219589223597
SIR-1S,36,delta_beta_temporal,8,norm,0.1341860295305763,-0.0382579220764629,0.1312978246540155
SIR-1S,36,delta_beta_temporal,9,norm,0.0125921946346549,0.0257787826951027,0.0873314333004921
SIR-1S,36,delta_beta_temporal,10,norm,0.1097481793609606,0.0220570402901719,0.078964944640757
SIR-1S,36,delta_beta_temporal,11,norm,0.1881554048157624,0.056561079230469,0.0692325919770879
SIR-1S,37,rho_h,0,lognorm,0.0031675626348461,0.0066048617994805,0.0057230956975897
SIR-1S,37,f_R,0,norm,0.3112317137072078,0.2656261674869232,0.3059812217314155
SIR-1S,37,f_I,0,lognorm,5.09331829097971e-05,1.6948183013954453e-05,2.0534987988495696e-05
SIR-1S,37,beta,0,norm,0.4773978619428513,0.4700406222126546,0.4908137249524994
SIR-1S,37,delta_beta_temporal,0,norm,-0.0830470198124483,-0.1767759510523113,-0.1113789774248215
SIR-1S,37,delta_beta_temporal,1,norm,0.0356193067135305,-0.1568504817755722,0.0843148394870307
SIR-1S,37,delta_beta_temporal,2,norm,0.0831900825902876,-0.1078758740583186,-0.0675207273869224
SIR-1S,37,delta_beta_temporal,3,norm,0.03843583342158,0.0608714270185004,0.1072091606929732
SIR-1S,37,delta_beta_temporal,4,norm,0.1867225240057925,0.1619887925670771,0.2655641255252474
SIR-1S,37,delta_beta_temporal,5,norm,-0.1359991761489745,-0.0990085268477005,-0.2058049754706381
SIR-1S,37,delta_beta_temporal,6,norm,-0.0668065375412292,0.0793639298503313,-0.1391738050443815
SIR-1S,37,delta_beta_temporal,7,norm,0.0230927142233791,0.0366928145114505,0.0546738943551541
SIR-1S,37,delta_beta_temporal,8,norm,0.1134263960871519,-0.1004638331845356,0.1001110308362422
SIR-1S,37,delta_beta_temporal,9,norm,0.0797154705698375,0.0872427897775853,0.0120094543602783
SIR-1S,37,delta_beta_temporal,10,norm,0.0880316072817724,-0.0291429410330271,-0.072212472700912
SIR-1S,37,delta_beta_temporal,11,norm,0.0244108833526719,-0.061331316571818,0.0134323253430897
SIR-1S,38,rho_h,0,lognorm,0.0043607217688709,0.0049130939377864,0.005451075356444
SIR-1S,38,f_R,0,norm,0.3027206716006431,0.2853794279761426,0.2858455514042799
SIR-1S,38,f_I,0,lognorm,5.913968079416382e-05,9.711647993871562e-06,1.579480042242492e-05
SIR-1S,38,beta,0,norm,0.4687997700224075,0.4773989456747489,0.4796547508716056
SIR-1S,38,delta_beta_temporal,0,norm,-0.0444507245451377,-0.0557325728105131,-0.0572461422860852
SIR-1S,38,delta_beta_temporal,1,norm,-0.0173987678141842,-0.0364529523974945,-0.0308101646905608
SIR-1S,38,delta_beta_temporal,2,norm,0.0188500459772858,-0.021709989244293,-0.0085659215235484
SIR-1S,38,delta_beta_temporal,3,norm,0.0295166394207093,0.0043672582082799,0.0693856363216961
SIR-1S,38,delta_beta_temporal,4,norm,0.0643844121119673,0.0631611618218734,0.1371800907301193
SIR-1S,38,delta_beta_temporal,5,norm,-0.0172529340445794,0.0295688795470808,-0.0498021553099852
SIR-1S,38,delta_beta_temporal,6,norm,-0.0053052584163849,0.0597522085682662,-0.0804419566278759
SIR-1S,38,delta_beta_temporal,7,norm,-0.0223287982183024,0.0200203692881049,-0.037854412331093
SIR-1S,38,delta_beta_temporal,8,norm,0.019033084237722,-0.0534228336115421,0.0279816754291983
SIR-1S,38,delta_beta_temporal,9,norm,0.0661565482706645,0.0249041183064005,0.0802358945770501
SIR-1S,38,delta_beta_temporal,10,norm,0.0696340037167406,0.0433842262166002,0.0495737481518782
SIR-1S,38,delta_beta_temporal,11,norm,0.0270995764448252,0.0279358991776468,0.0365630137404151
SIR-1S,39,rho_h,0,lognorm,0.0037083102519905,0.0085191663818867,0.005073266362578
SIR-1S,39,f_R,0,norm,0.3064596625927039,0.2467742875267937,0.2815772830277491
SIR-1S,39,f_I,0,lognorm,3.604279338640946e-05,8.07797964215302e-06,1.5775630723377288e-05
SIR-1S,39,beta,0,norm,0.4741232208789984,0.4662616095175792,0.4709343800710952
SIR-1S,39,delta_beta_temporal,0,norm,-0.0926564461117108,0.0315106137710188,-0.0969917568246641
SIR-1S,39,delta_beta_temporal,1,norm,-0.0042499645621479,-0.3287999794167378,-0.0070409772714887
SIR-1S,39,delta_beta_temporal,2,norm,0.0689485159793393,-0.0960428782590125,0.0150652109544989
SIR-1S,39,delta_beta_temporal,3,norm,0.046722301349038,-0.0160539379788075,0.0716936567304236
SIR-1S,39,delta_beta_temporal,4,norm,0.1254470709044381,0.2129035157091194,0.2571861065373974
SIR-1S,39,delta_beta_temporal,5,norm,-0.086989561024958,-0.1369825634912868,-0.1527055060865735
SIR-1S,39,delta_beta_temporal,6,norm,0.0025551240222774,0.0138959696168422,-0.1262093215678932
SIR-1S,39,delta_beta_temporal,7,norm,0.0421215436896597,0.0973496193877216,0.0429058422664119
SIR-1S,39,delta_beta_temporal,8,norm,0.1318365395787085,0.0132047405638531,0.1291721583597412
SIR-1S,39,delta_beta_temporal,9,norm,0.066029272074775,0.0093038019114107,0.0544790589252735
SIR-1S,39,delta_beta_temporal,10,norm,0.0384639350638683,-0.0705370049497038,-0.1927470965713633
SIR-1S,39,delta_beta_temporal,11,norm,0.1365901815395484,-0.0339517828465482,-0.0361338219402323
SIR-1S,40,rho_h,0,lognorm,0.0056556343929128,0.0064928958173692,0.0039403919216464
SIR-1S,40,f_R,0,norm,0.2983427839380203,0.2726350086491916,0.3201551642798564
SIR-1S,40,f_I,0,lognorm,0.0001555727809253,1.795441256273241e-06,7.870131716191802e-05
SIR-1S,40,beta,0,norm,0.4533839817431362,0.4876938816124966,0.474382578861458
SIR-1S,40,delta_beta_temporal,0,norm,-0.1301006671043327,-0.0193420450060267,-0.0883247567755021
SIR-1S,40,delta_beta_temporal,1,norm,-0.0091491718005341,-0.0262529174541978,-0.0719422077677647
SIR-1S,40,delta_beta_temporal,2,norm,0.0026434625877727,-0.013203853177337,-0.0163181307071202
SIR-1S,40,delta_beta_temporal,3,norm,0.0372159797445964,-0.0248429569265421,0.0873559896390233
SIR-1S,40,delta_beta_temporal,4,norm,0.0516737879521881,0.1326993628283444,0.2030268926208344
SIR-1S,40,delta_beta_temporal,5,norm,0.0304666460883053,-0.1439202403637024,-0.1017243705927166
SIR-1S,40,delta_beta_temporal,6,norm,0.1227198858261509,0.1257454479906836,0.0364434037143784
SIR-1S,40,delta_beta_temporal,7,norm,0.1128896488683632,0.045509454167091,0.1639166477736112
SIR-1S,40,delta_beta_temporal,8,norm,-0.0992659119734704,-0.1000437092295759,0.0148409324533126
SIR-1S,40,delta_beta_temporal,9,norm,0.0844650054098053,-0.0117116880526661,0.0107469177064221
SIR-1S,40,delta_beta_temporal,10,norm,0.0276143155420707,-0.0002733589152173,-0.0678061004053953
SIR-1S,40,delta_beta_temporal,11,norm,0.0206975455287884,0.0122638948970579,-0.0263714927082912
SIR-1S,41,rho_h,0,lognorm,0.0030030241914482,0.0068662948067007,0.003433479148272
SIR-1S,41,f_R,0,norm,0.3260850089304382,0.2794059625718025,0.2955896125266772
SIR-1S,41,f_I,0,lognorm,7.030673384181361e-05,6.309939432581588e-06,1.3860254902939532e-05
SIR-1S,41,beta,0,norm,0.4722983785533182,0.481298581401676,0.4781853190033984
SIR-1S,41,delta_beta_temporal,0,norm,-0.0538517084200901,-0.0211572271986886,-0.0340004068746835
SIR-1S,41,delta_beta_temporal,1,norm,-0.0285170574120116,0.0135343076228892,-0.0280326166897653
SIR-1S,41,delta_beta_temporal,2,norm,0.010787782758998,0.0127230001083158,0.002087803833735
SIR-1S,41,delta_beta_temporal,3,norm,0.0807601321666509,0.0548708754500156,-0.0065407117200905
SIR-1S,41,delta_beta_temporal,4,norm,0.1325442656969781,0.0617056778506078,0.092833639620966
SIR-1S,41,delta_beta_temporal,5,norm,-0.0628023056493015,-0.2293401566670257,-0.0539001345751853
SIR-1S,41,delta_beta_temporal,6,norm,-0.0720861272817982,-0.0176326036208885,0.1085373968389334
SIR-1S,41,delta_beta_temporal,7,norm,-0.018458264122719,0.1077320661262984,0.12609540378257
SIR-1S,41,delta_beta_temporal,8,norm,0.0296717493492594,-0.0344341005736531,-0.0411484797069179
SIR-1S,41,delta_beta_temporal,9,norm,0.0451817335067094,-0.0757171152972913,-0.0003257248530703
SIR-1S,41,delta_beta_temporal,10,norm,0.0502135853319177,-0.0136136426831626,-0.0743035454365393
SIR-1S,41,delta_beta_temporal,11,norm,-0.0113330288621862,0.0192789522157646,0.0067297891780018
SIR-1S,42,rho_h,0,lognorm,0.0067889558731851,0.0187812088183718,0.015918979750159
SIR-1S,42,f_R,0,norm,0.3119417495181006,0.1876216056604058,0.2639205356759252
SIR-1S,42,f_I,0,lognorm,0.0001301449900468,2.7596274682448507e-05,0.0001488039960281
SIR-1S,42,beta,0,norm,0.4467102301622732,0.3986165823209489,0.418472688303359
SIR-1S,42,delta_beta_temporal,0,norm,-0.1112796298497854,-0.0920923942610168,-0.1383983502522695
SIR-1S,42,delta_beta_temporal,1,norm,0.0455673114025206,-0.0394040001020801,-0.0102599845339579
SIR-1S,42,delta_beta_temporal,2,norm,0.095413763400223,-0.1091090171516228,0.1232580059944882
SIR-1S,42,delta_beta_temporal,3,norm,0.1208088548889986,0.0710419351704991,0.0911471902689171
SIR-1S,42,delta_beta_temporal,4,norm,0.1800608394583793,0.212187077245865,0.295180901674473
SIR-1S,42,delta_beta_temporal,5,norm,-0.1166771395936585,-0.0152648786327547,-0.0781012236989561
SIR-1S,42,delta_beta_temporal,6,norm,-0.0806361560462758,0.0283498223387686,-0.1469365922847137
SIR-1S,42,delta_beta_temporal,7,norm,0.0488233477977985,0.0466532606342221,-0.038916623960853
SIR-1S,42,delta_beta_temporal,8,norm,0.0978551366395204,-0.0456693610279103,0.0618669915917466
SIR-1S,42,delta_beta_temporal,9,norm,0.025414224110138,-0.0852522412117547,0.1046936903916145
SIR-1S,42,delta_beta_temporal,10,norm,-0.0231623259789759,-0.0708166016061424,-0.0867289823223451
SIR-1S,42,delta_beta_temporal,11,norm,0.0059620741823401,-0.0453224753157366,0.0458463830537438
SIR-1S,44,rho_h,0,lognorm,0.0027962429686551,0.006069999054746,0.0050992307268293
SIR-1S,44,f_R,0,norm,0.3221493204155219,0.2820099226288844,0.2714142648946305
SIR-1S,44,f_I,0,lognorm,7.129218789160926e-05,8.09663880525585e-06,1.9841836916145085e-05
SIR-1S,44,beta,0,norm,0.4794803348382121,0.4752948350978846,0.4770554599654543
SIR-1S,44,delta_beta_temporal,0,norm,-0.0376776028048376,-0.0520679734854214,-0.0469525496199102
SIR-1S,44,delta_beta_temporal,1,norm,-0.0310279599982651,-0.026558035112755,-0.0403519048193804
SIR-1S,44,delta_beta_temporal,2,norm,0.0237767678023906,-0.0037051559224451,-0.0189014356872034
SIR-1S,44,delta_beta_temporal,3,norm,0.060090068681615,0.0446018031011854,0.1028380864864775
SIR-1S,44,delta_beta_temporal,4,norm,0.070841875339822,0.0633463511859514,0.134454403176844
SIR-1S,44,delta_beta_temporal,5,norm,-0.0061992900267193,-0.0381935386482234,-0.1036758950351832
SIR-1S,44,delta_beta_temporal,6,norm,-0.0564526683869536,0.0396018181894894,-0.1381848624333088
SIR-1S,44,delta_beta_temporal,7,norm,0.011410867951428,0.0850332122437168,-0.0235685649680717
SIR-1S,44,delta_beta_temporal,8,norm,0.0658964984840958,0.004005832098363,0.0557822925849285
SIR-1S,44,delta_beta_temporal,9,norm,0.0304935379935284,0.0014760903451296,0.0602396786080123
SIR-1S,44,delta_beta_temporal,10,norm,0.0254511836935777,0.0190807409037814,0.0565644600918375
SIR-1S,44,delta_beta_temporal,11,norm,0.0315427103403447,0.0412724885915669,0.0418342735606814
SIR-1S,45,rho_h,0,lognorm,0.0059361117626762,0.0067952911684746,0.0045579232567391
SIR-1S,45,f_R,0,norm,0.2988800906030169,0.269905207932047,0.2891972453335459
SIR-1S,45,f_I,0,lognorm,0.0001431761000668,3.108413853125233e-06,2.8817026794219216e-05
SIR-1S,45,beta,0,norm,0.45461100453191,0.4744619546763644,0.4739484203968477
SIR-1S,45,delta_beta_temporal,0,norm,-0.0781637571997609,-0.026721667072865,-0.1296125859119961
SIR-1S,45,delta_beta_temporal,1,norm,0.0054608079899755,-0.0619859805377085,-0.0314177709708327
SIR-1S,45,delta_beta_temporal,2,norm,0.0541131322756009,-0.0357797682462451,0.00811085045634
SIR-1S,45,delta_beta_temporal,3,norm,0.0948937519532333,0.0492061898994847,0.0970948161902294
